,from,title,authors,published,journal_ref,summary,pdf_url
29,arxiv,How transfer learning impacts linguistic knowledge in deep NLP models?,"Nadir Durrani,Hassan Sajjad,Fahim Dalvi",2021-05-31 17:43:57+00:00,,"Transfer learning from pre-trained neural language models towards downstream
tasks has been a predominant theme in NLP recently. Several researchers have
shown that deep NLP models learn non-trivial amount of linguistic knowledge,
captured at different layers of the model. We investigate how fine-tuning
towards downstream NLP tasks impacts the learned linguistic knowledge. We carry
out a study across popular pre-trained models BERT, RoBERTa and XLNet using
layer and neuron-level diagnostic classifiers. We found that for some GLUE
tasks, the network relies on the core linguistic information and preserve it
deeper in the network, while for others it forgets. Linguistic information is
distributed in the pre-trained language models but becomes localized to the
lower layers post fine-tuning, reserving higher layers for the task specific
knowledge. The pattern varies across architectures, with BERT retaining
linguistic information relatively deeper in the network compared to RoBERTa and
XLNet, where it is predominantly delegated to the lower layers.",http://arxiv.org/pdf/2105.15179v1
31,arxiv,Evaluation of BERT and ALBERT Sentence Embedding Performance on Downstream NLP Tasks,"Hyunjin Choi,Judong Kim,Seongho Joe,Youngjune Gwon",2021-01-26 09:14:06+00:00,,"Contextualized representations from a pre-trained language model are central
to achieve a high performance on downstream NLP task. The pre-trained BERT and
A Lite BERT (ALBERT) models can be fine-tuned to give state-ofthe-art results
in sentence-pair regressions such as semantic textual similarity (STS) and
natural language inference (NLI). Although BERT-based models yield the [CLS]
token vector as a reasonable sentence embedding, the search for an optimal
sentence embedding scheme remains an active research area in computational
linguistics. This paper explores on sentence embedding models for BERT and
ALBERT. In particular, we take a modified BERT network with siamese and triplet
network structures called Sentence-BERT (SBERT) and replace BERT with ALBERT to
create Sentence-ALBERT (SALBERT). We also experiment with an outer CNN
sentence-embedding network for SBERT and SALBERT. We evaluate performances of
all sentence-embedding models considered using the STS and NLI datasets. The
empirical results indicate that our CNN architecture improves ALBERT models
substantially more than BERT models for STS benchmark. Despite significantly
fewer model parameters, ALBERT sentence embedding is highly competitive to BERT
in downstream NLP evaluations.",http://arxiv.org/pdf/2101.10642v1
32,arxiv,Comparing BERT against traditional machine learning text classification,"Santiago González-Carvajal,Eduardo C. Garrido-Merchán",2020-05-26 20:14:39+00:00,,"The BERT model has arisen as a popular state-of-the-art machine learning
model in the recent years that is able to cope with multiple NLP tasks such as
supervised text classification without human supervision. Its flexibility to
cope with any type of corpus delivering great results has make this approach
very popular not only in academia but also in the industry. Although, there are
lots of different approaches that have been used throughout the years with
success. In this work, we first present BERT and include a little review on
classical NLP approaches. Then, we empirically test with a suite of experiments
dealing different scenarios the behaviour of BERT against the traditional
TF-IDF vocabulary fed to machine learning algorithms. Our purpose of this work
is to add empirical evidence to support or refuse the use of BERT as a default
on NLP tasks. Experiments show the superiority of BERT and its independence of
features of the NLP problem such as the language of the text adding empirical
evidence to use BERT as a default technique to be used in NLP problems.",http://arxiv.org/pdf/2005.13012v2
33,arxiv,Clinical Trial Information Extraction with BERT,"Xiong Liu,Greg L. Hersch,Iya Khalil,Murthy Devarakonda",2021-09-11 17:15:10+00:00,,"Natural language processing (NLP) of clinical trial documents can be useful
in new trial design. Here we identify entity types relevant to clinical trial
design and propose a framework called CT-BERT for information extraction from
clinical trial text. We trained named entity recognition (NER) models to
extract eligibility criteria entities by fine-tuning a set of pre-trained BERT
models. We then compared the performance of CT-BERT with recent baseline
methods including attention-based BiLSTM and Criteria2Query. The results
demonstrate the superiority of CT-BERT in clinical trial NLP.",http://arxiv.org/pdf/2110.10027v1
34,arxiv,Comparing the Performance of NLP Toolkits and Evaluation measures in Legal Tech,Muhammad Zohaib Khan,2021-03-12 11:06:32+00:00,,"Recent developments in Natural Language Processing have led to the
introduction of state-of-the-art Neural Language Models, enabled with
unsupervised transferable learning, using different pretraining objectives.
While these models achieve excellent results on the downstream NLP tasks,
various domain adaptation techniques can improve their performance on
domain-specific tasks. We compare and analyze the pretrained Neural Language
Models, XLNet (autoregressive), and BERT (autoencoder) on the Legal Tasks.
Results show that XLNet Model performs better on our Sequence Classification
task of Legal Opinions Classification, whereas BERT produces better results on
the NER task. We use domain-specific pretraining and additional legal
vocabulary to adapt BERT Model further to the Legal Domain. We prepared
multiple variants of the BERT Model, using both methods and their combination.
Comparing our variants of the BERT Model, specializing in the Legal Domain, we
conclude that both additional pretraining and vocabulary techniques enhance the
BERT model's performance on the Legal Opinions Classification task. Additional
legal vocabulary improves BERT's performance on the NER task. Combining the
pretraining and vocabulary techniques further improves the final results. Our
Legal-Vocab-BERT Model gives the best results on the Legal Opinions Task,
outperforming the larger pretrained general Language Models, i.e., BERT-Base
and XLNet-Base.",http://arxiv.org/pdf/2103.11792v1
35,arxiv,GREEK-BERT: The Greeks visiting Sesame Street,"John Koutsikakis,Ilias Chalkidis,Prodromos Malakasiotis,Ion Androutsopoulos",2020-08-27 09:36:14+00:00,,"Transformer-based language models, such as BERT and its variants, have
achieved state-of-the-art performance in several downstream natural language
processing (NLP) tasks on generic benchmark datasets (e.g., GLUE, SQUAD, RACE).
However, these models have mostly been applied to the resource-rich English
language. In this paper, we present GREEK-BERT, a monolingual BERT-based
language model for modern Greek. We evaluate its performance in three NLP
tasks, i.e., part-of-speech tagging, named entity recognition, and natural
language inference, obtaining state-of-the-art performance. Interestingly, in
two of the benchmarks GREEK-BERT outperforms two multilingual Transformer-based
models (M-BERT, XLM-R), as well as shallower neural baselines operating on
pre-trained word embeddings, by a large margin (5%-10%). Most importantly, we
make both GREEK-BERT and our training code publicly available, along with code
illustrating how GREEK-BERT can be fine-tuned for downstream NLP tasks. We
expect these resources to boost NLP research and applications for modern Greek.",http://arxiv.org/pdf/2008.12014v2
36,arxiv,Evaluating Multilingual BERT for Estonian,"Claudia Kittask,Kirill Milintsevich,Kairit Sirts",2020-10-01 14:48:31+00:00,,"Recently, large pre-trained language models, such as BERT, have reached
state-of-the-art performance in many natural language processing tasks, but for
many languages, including Estonian, BERT models are not yet available. However,
there exist several multilingual BERT models that can handle multiple languages
simultaneously and that have been trained also on Estonian data. In this paper,
we evaluate four multilingual models -- multilingual BERT, multilingual
distilled BERT, XLM and XLM-RoBERTa -- on several NLP tasks including POS and
morphological tagging, NER and text classification. Our aim is to establish a
comparison between these multilingual BERT models and the existing baseline
neural models for these tasks. Our results show that multilingual BERT models
can generalise well on different Estonian NLP tasks outperforming all baselines
models for POS and morphological tagging and text classification, and reaching
the comparable level with the best baseline for NER, with XLM-RoBERTa achieving
the highest results compared with other multilingual models.",http://arxiv.org/pdf/2010.00454v2
37,arxiv,Breaking BERT: Understanding its Vulnerabilities for Named Entity Recognition through Adversarial Attack,"Anne Dirkson,Suzan Verberne,Wessel Kraaij",2021-09-23 11:47:27+00:00,,"Both generic and domain-specific BERT models are widely used for natural
language processing (NLP) tasks. In this paper we investigate the vulnerability
of BERT models to variation in input data for Named Entity Recognition (NER)
through adversarial attack. Experimental results show that BERT models are
vulnerable to variation in the entity context with 20.2 to 45.0% of entities
predicted completely wrong and another 29.3 to 53.3% of entities predicted
wrong partially. BERT models seem most vulnerable to changes in the local
context of entities and often a single change is sufficient to fool the model.
The domain-specific BERT model trained from scratch (SciBERT) is more
vulnerable than the original BERT model or the domain-specific model that
retains the BERT vocabulary (BioBERT). We also find that BERT models are
particularly vulnerable to emergent entities. Our results chart the
vulnerabilities of BERT models for NER and emphasize the importance of further
research into uncovering and reducing these weaknesses.",http://arxiv.org/pdf/2109.11308v3
38,arxiv,Towards Non-task-specific Distillation of BERT via Sentence Representation Approximation,"Bowen Wu,Huan Zhang,Mengyuan Li,Zongsheng Wang,Qihang Feng,Junhong Huang,Baoxun Wang",2020-04-07 03:03:00+00:00,,"Recently, BERT has become an essential ingredient of various NLP deep models
due to its effectiveness and universal-usability. However, the online
deployment of BERT is often blocked by its large-scale parameters and high
computational cost. There are plenty of studies showing that the knowledge
distillation is efficient in transferring the knowledge from BERT into the
model with a smaller size of parameters. Nevertheless, current BERT
distillation approaches mainly focus on task-specified distillation, such
methodologies lead to the loss of the general semantic knowledge of BERT for
universal-usability. In this paper, we propose a sentence representation
approximating oriented distillation framework that can distill the pre-trained
BERT into a simple LSTM based model without specifying tasks. Consistent with
BERT, our distilled model is able to perform transfer learning via fine-tuning
to adapt to any sentence-level downstream task. Besides, our model can further
cooperate with task-specific distillation procedures. The experimental results
on multiple NLP tasks from the GLUE benchmark show that our approach
outperforms other task-specific distillation methods or even much larger
models, i.e., ELMO, with efficiency well-improved.",http://arxiv.org/pdf/2004.03097v1
40,arxiv,BoostingBERT:Integrating Multi-Class Boosting into BERT for NLP Tasks,"Tongwen Huang,Qingyun She,Junlin Zhang",2020-09-13 09:07:14+00:00,,"As a pre-trained Transformer model, BERT (Bidirectional Encoder
Representations from Transformers) has achieved ground-breaking performance on
multiple NLP tasks. On the other hand, Boosting is a popular ensemble learning
technique which combines many base classifiers and has been demonstrated to
yield better generalization performance in many machine learning tasks. Some
works have indicated that ensemble of BERT can further improve the application
performance. However, current ensemble approaches focus on bagging or stacking
and there has not been much effort on exploring the boosting. In this work, we
proposed a novel Boosting BERT model to integrate multi-class boosting into the
BERT. Our proposed model uses the pre-trained Transformer as the base
classifier to choose harder training sets to fine-tune and gains the benefits
of both the pre-training language knowledge and boosting ensemble in NLP tasks.
We evaluate the proposed model on the GLUE dataset and 3 popular Chinese NLU
benchmarks. Experimental results demonstrate that our proposed model
significantly outperforms BERT on all datasets and proves its effectiveness in
many NLP tasks. Replacing the BERT base with RoBERTa as base classifier,
BoostingBERT achieves new state-of-the-art results in several NLP Tasks. We
also use knowledge distillation within the ""teacher-student"" framework to
reduce the computational overhead and model storage of BoostingBERT while
keeping its performance for practical application.",http://arxiv.org/pdf/2009.05959v1
41,arxiv,LEGAL-BERT: The Muppets straight out of Law School,"Ilias Chalkidis,Manos Fergadiotis,Prodromos Malakasiotis,Nikolaos Aletras,Ion Androutsopoulos",2020-10-06 09:06:07+00:00,,"BERT has achieved impressive performance in several NLP tasks. However, there
has been limited investigation on its adaptation guidelines in specialised
domains. Here we focus on the legal domain, where we explore several approaches
for applying BERT models to downstream legal tasks, evaluating on multiple
datasets. Our findings indicate that the previous guidelines for pre-training
and fine-tuning, often blindly followed, do not always generalize well in the
legal domain. Thus we propose a systematic investigation of the available
strategies when applying BERT in specialised domains. These are: (a) use the
original BERT out of the box, (b) adapt BERT by additional pre-training on
domain-specific corpora, and (c) pre-train BERT from scratch on domain-specific
corpora. We also propose a broader hyper-parameter search space when
fine-tuning for downstream tasks and we release LEGAL-BERT, a family of BERT
models intended to assist legal NLP research, computational law, and legal
technology applications.",http://arxiv.org/pdf/2010.02559v1
42,arxiv,The Topological BERT: Transforming Attention into Topology for Natural Language Processing,"Ilan Perez,Raphael Reinauer",2022-06-30 11:25:31+00:00,,"In recent years, the introduction of the Transformer models sparked a
revolution in natural language processing (NLP). BERT was one of the first text
encoders using only the attention mechanism without any recurrent parts to
achieve state-of-the-art results on many NLP tasks.
  This paper introduces a text classifier using topological data analysis. We
use BERT's attention maps transformed into attention graphs as the only input
to that classifier. The model can solve tasks such as distinguishing spam from
ham messages, recognizing whether a sentence is grammatically correct, or
evaluating a movie review as negative or positive. It performs comparably to
the BERT baseline and outperforms it on some tasks.
  Additionally, we propose a new method to reduce the number of BERT's
attention heads considered by the topological classifier, which allows us to
prune the number of heads from 144 down to as few as ten with no reduction in
performance. Our work also shows that the topological model displays higher
robustness against adversarial attacks than the original BERT model, which is
maintained during the pruning process. To the best of our knowledge, this work
is the first to confront topological-based models with adversarial attacks in
the context of NLP.",http://arxiv.org/pdf/2206.15195v1
43,arxiv,Distilling BERT for low complexity network training,Bansidhar Mangalwedhekar,2021-05-13 19:09:22+00:00,,"This paper studies the efficiency of transferring BERT learnings to low
complexity models like BiLSTM, BiLSTM with attention and shallow CNNs using
sentiment analysis on SST-2 dataset. It also compares the complexity of
inference of the BERT model with these lower complexity models and underlines
the importance of these techniques in enabling high performance NLP models on
edge devices like mobiles, tablets and MCU development boards like Raspberry Pi
etc. and enabling exciting new applications.",http://arxiv.org/pdf/2105.06514v1
44,arxiv,Does Dialog Length matter for Next Response Selection task? An Empirical Study,"Jatin Ganhotra,Sachindra Joshi",2021-01-24 05:39:36+00:00,,"In the last few years, the release of BERT, a multilingual transformer based
model, has taken the NLP community by storm. BERT-based models have achieved
state-of-the-art results on various NLP tasks, including dialog tasks. One of
the limitation of BERT is the lack of ability to handle long text sequence. By
default, BERT has a maximum wordpiece token sequence length of 512. Recently,
there has been renewed interest to tackle the BERT limitation to handle long
text sequences with the addition of new self-attention based architectures.
However, there has been little to no research on the impact of this limitation
with respect to dialog tasks. Dialog tasks are inherently different from other
NLP tasks due to: a) the presence of multiple utterances from multiple
speakers, which may be interlinked to each other across different turns and b)
longer length of dialogs. In this work, we empirically evaluate the impact of
dialog length on the performance of BERT model for the Next Response Selection
dialog task on four publicly available and one internal multi-turn dialog
datasets. We observe that there is little impact on performance with long
dialogs and even the simplest approach of truncating input works really well.",http://arxiv.org/pdf/2101.09647v1
45,arxiv,Attention Interpretability Across NLP Tasks,"Shikhar Vashishth,Shyam Upadhyay,Gaurav Singh Tomar,Manaal Faruqui",2019-09-24 22:58:44+00:00,,"The attention layer in a neural network model provides insights into the
model's reasoning behind its prediction, which are usually criticized for being
opaque. Recently, seemingly contradictory viewpoints have emerged about the
interpretability of attention weights (Jain & Wallace, 2019; Vig & Belinkov,
2019). Amid such confusion arises the need to understand attention mechanism
more systematically. In this work, we attempt to fill this gap by giving a
comprehensive explanation which justifies both kinds of observations (i.e.,
when is attention interpretable and when it is not). Through a series of
experiments on diverse NLP tasks, we validate our observations and reinforce
our claim of interpretability of attention through manual evaluation.",http://arxiv.org/pdf/1909.11218v1
47,arxiv,Meta Learning for Natural Language Processing: A Survey,"Hung-yi Lee,Shang-Wen Li,Ngoc Thang Vu",2022-05-03 13:58:38+00:00,,"Deep learning has been the mainstream technique in natural language
processing (NLP) area. However, the techniques require many labeled data and
are less generalizable across domains. Meta-learning is an arising field in
machine learning studying approaches to learn better learning algorithms.
Approaches aim at improving algorithms in various aspects, including data
efficiency and generalizability. Efficacy of approaches has been shown in many
NLP tasks, but there is no systematic survey of these approaches in NLP, which
hinders more researchers from joining the field. Our goal with this survey
paper is to offer researchers pointers to relevant meta-learning works in NLP
and attract more attention from the NLP community to drive future innovation.
This paper first introduces the general concepts of meta-learning and the
common approaches. Then we summarize task construction settings and application
of meta-learning for various NLP problems and review the development of
meta-learning in NLP community.",http://arxiv.org/pdf/2205.01500v2
48,arxiv,"Natural Language Processing: State of The Art, Current Trends and Challenges","Diksha Khurana,Aditya Koli,Kiran Khatter,Sukhdev Singh",2017-08-17 06:42:03+00:00,Multimed Tools Appl (2022),"Natural language processing (NLP) has recently gained much attention for
representing and analysing human language computationally. It has spread its
applications in various fields such as machine translation, email spam
detection, information extraction, summarization, medical, and question
answering etc. The paper distinguishes four phases by discussing different
levels of NLP and components of Natural Language Generation (NLG) followed by
presenting the history and evolution of NLP, state of the art presenting the
various applications of NLP and current trends and challenges.",http://arxiv.org/pdf/1708.05148v1
49,arxiv,Data-Informed Global Sparseness in Attention Mechanisms for Deep Neural Networks,"Ileana Rugina,Rumen Dangovski,Li Jing,Preslav Nakov,Marin Soljačić",2020-11-20 13:58:21+00:00,,"The attention mechanism is a key component of the neural revolution in
Natural Language Processing (NLP). As the size of attention-based models has
been scaling with the available computational resources, a number of pruning
techniques have been developed to detect and to exploit sparseness in such
models in order to make them more efficient. The majority of such efforts have
focused on looking for attention patterns and then hard-coding them to achieve
sparseness, or pruning the weights of the attention mechanisms based on
statistical information from the training data. Here, we marry these two lines
of research by proposing Attention Pruning (AP): a novel pruning framework that
collects observations about the attention patterns in a fixed dataset and then
induces a global sparseness mask for the model. This can save 90% of the
attention computation for language modelling and about 50% for machine
translation and for solving GLUE tasks, while maintaining the quality of the
results. Moreover, using our method, we discovered important distinctions
between self- and cross-attention patterns, which could guide future NLP
research in attention-based modelling. Our framework can in principle speed up
any model that uses attention mechanism, thus helping develop better models for
existing or for new NLP applications. Our implementation is available at
https://github.com/irugina/AP.",http://arxiv.org/pdf/2012.02030v2
50,arxiv,Attention Flows: Analyzing and Comparing Attention Mechanisms in Language Models,"Joseph F DeRose,Jiayao Wang,Matthew Berger",2020-09-03 19:56:30+00:00,,"Advances in language modeling have led to the development of deep
attention-based models that are performant across a wide variety of natural
language processing (NLP) problems. These language models are typified by a
pre-training process on large unlabeled text corpora and subsequently
fine-tuned for specific tasks. Although considerable work has been devoted to
understanding the attention mechanisms of pre-trained models, it is less
understood how a model's attention mechanisms change when trained for a target
NLP task. In this paper, we propose a visual analytics approach to
understanding fine-tuning in attention-based language models. Our
visualization, Attention Flows, is designed to support users in querying,
tracing, and comparing attention within layers, across layers, and amongst
attention heads in Transformer-based language models. To help users gain
insight on how a classification decision is made, our design is centered on
depicting classification-based attention at the deepest layer and how attention
from prior layers flows throughout words in the input. Attention Flows supports
the analysis of a single model, as well as the visual comparison between
pre-trained and fine-tuned models via their similarities and differences. We
use Attention Flows to study attention mechanisms in various sentence
understanding tasks and highlight how attention evolves to address the nuances
of solving these tasks.",http://arxiv.org/pdf/2009.07053v1
51,arxiv,An Introductory Survey on Attention Mechanisms in NLP Problems,Dichao Hu,2018-11-12 16:19:22+00:00,,"First derived from human intuition, later adapted to machine translation for
automatic token alignment, attention mechanism, a simple method that can be
used for encoding sequence data based on the importance score each element is
assigned, has been widely applied to and attained significant improvement in
various tasks in natural language processing, including sentiment
classification, text summarization, question answering, dependency parsing,
etc. In this paper, we survey through recent works and conduct an introductory
summary of the attention mechanism in different NLP problems, aiming to provide
our readers with basic knowledge on this widely used method, discuss its
different variants for different tasks, explore its association with other
techniques in machine learning, and examine methods for evaluating its
performance.",http://arxiv.org/pdf/1811.05544v1
52,arxiv,Human brain activity for machine attention,"Lukas Muttenthaler,Nora Hollenstein,Maria Barrett",2020-06-09 08:39:07+00:00,,"Cognitively inspired NLP leverages human-derived data to teach machines about
language processing mechanisms. Recently, neural networks have been augmented
with behavioral data to solve a range of NLP tasks spanning syntax and
semantics. We are the first to exploit neuroscientific data, namely
electroencephalography (EEG), to inform a neural attention model about language
processing of the human brain. The challenge in working with EEG data is that
features are exceptionally rich and need extensive pre-processing to isolate
signals specific to text processing. We devise a method for finding such EEG
features to supervise machine attention through combining theoretically
motivated cropping with random forest tree splits. After this dimensionality
reduction, the pre-processed EEG features are capable of distinguishing two
reading tasks retrieved from a publicly available EEG corpus. We apply these
features to regularise attention on relation classification and show that EEG
is more informative than strong baselines. This improvement depends on both the
cognitive load of the task and the EEG frequency domain. Hence, informing
neural attention models with EEG signals is beneficial but requires further
investigation to understand which dimensions are the most useful across NLP
tasks.",http://arxiv.org/pdf/2006.05113v2
54,arxiv,Text Classification based on Multi-granularity Attention Hybrid Neural Network,"Zhenyu Liu,Chaohong Lu,Haiwei Huang,Shengfei Lyu,Zhenchao Tao",2020-08-12 13:02:48+00:00,,"Neural network-based approaches have become the driven forces for Natural
Language Processing (NLP) tasks. Conventionally, there are two mainstream
neural architectures for NLP tasks: the recurrent neural network (RNN) and the
convolution neural network (ConvNet). RNNs are good at modeling long-term
dependencies over input texts, but preclude parallel computation. ConvNets do
not have memory capability and it has to model sequential data as un-ordered
features. Therefore, ConvNets fail to learn sequential dependencies over the
input texts, but it is able to carry out high-efficient parallel computation.
As each neural architecture, such as RNN and ConvNets, has its own pro and con,
integration of different architectures is assumed to be able to enrich the
semantic representation of texts, thus enhance the performance of NLP tasks.
However, few investigation explores the reconciliation of these seemingly
incompatible architectures. To address this issue, we propose a hybrid
architecture based on a novel hierarchical multi-granularity attention
mechanism, named Multi-granularity Attention-based Hybrid Neural Network
(MahNN). The attention mechanism is to assign different weights to different
parts of the input sequence to increase the computation efficiency and
performance of neural models. In MahNN, two types of attentions are introduced:
the syntactical attention and the semantical attention. The syntactical
attention computes the importance of the syntactic elements (such as words or
sentence) at the lower symbolic level and the semantical attention is used to
compute the importance of the embedded space dimension corresponding to the
upper latent semantics. We adopt the text classification as an exemplifying way
to illustrate the ability of MahNN to understand texts.",http://arxiv.org/pdf/2008.05282v1
55,arxiv,Attention is not Explanation,"Sarthak Jain,Byron C. Wallace",2019-02-26 19:59:15+00:00,,"Attention mechanisms have seen wide adoption in neural NLP models. In
addition to improving predictive performance, these are often touted as
affording transparency: models equipped with attention provide a distribution
over attended-to input units, and this is often presented (at least implicitly)
as communicating the relative importance of inputs. However, it is unclear what
relationship exists between attention weights and model outputs. In this work,
we perform extensive experiments across a variety of NLP tasks that aim to
assess the degree to which attention weights provide meaningful `explanations'
for predictions. We find that they largely do not. For example, learned
attention weights are frequently uncorrelated with gradient-based measures of
feature importance, and one can identify very different attention distributions
that nonetheless yield equivalent predictions. Our findings show that standard
attention modules do not provide meaningful explanations and should not be
treated as though they do. Code for all experiments is available at
https://github.com/successar/AttentionExplanation.",http://arxiv.org/pdf/1902.10186v3
56,arxiv,Do Transformer Attention Heads Provide Transparency in Abstractive Summarization?,"Joris Baan,Maartje ter Hoeve,Marlies van der Wees,Anne Schuth,Maarten de Rijke",2019-07-01 06:46:43+00:00,,"Learning algorithms become more powerful, often at the cost of increased
complexity. In response, the demand for algorithms to be transparent is
growing. In NLP tasks, attention distributions learned by attention-based deep
learning models are used to gain insights in the models' behavior. To which
extent is this perspective valid for all NLP tasks? We investigate whether
distributions calculated by different attention heads in a transformer
architecture can be used to improve transparency in the task of abstractive
summarization. To this end, we present both a qualitative and quantitative
analysis to investigate the behavior of the attention heads. We show that some
attention heads indeed specialize towards syntactically and semantically
distinct input. We propose an approach to evaluate to which extent the
Transformer model relies on specifically learned attention distributions. We
also discuss what this implies for using attention distributions as a means of
transparency.",http://arxiv.org/pdf/1907.00570v2
57,arxiv,"Summarization, Simplification, and Generation: The Case of Patents","Silvia Casola,Alberto Lavelli",2021-04-30 09:28:29+00:00,"Expert System With Applications, 2022","We survey Natural Language Processing (NLP) approaches to summarizing,
simplifying, and generating patents' text. While solving these tasks has
important practical applications - given patents' centrality in the R&D process
- patents' idiosyncrasies open peculiar challenges to the current NLP state of
the art. This survey aims at a) describing patents' characteristics and the
questions they raise to the current NLP systems, b) critically presenting
previous work and its evolution, and c) drawing attention to directions of
research in which further work is needed. To the best of our knowledge, this is
the first survey of generative approaches in the patent domain.",http://arxiv.org/pdf/2104.14860v2
58,arxiv,Privacy-Preserving Outsourcing of Large-Scale Nonlinear Programming to the Cloud,"Ang Li,Wei Du,Qinghua Li",2018-10-02 03:11:55+00:00,,"The increasing massive data generated by various sources has given birth to
big data analytics. Solving large-scale nonlinear programming problems (NLPs)
is one important big data analytics task that has applications in many domains
such as transport and logistics. However, NLPs are usually too computationally
expensive for resource-constrained users. Fortunately, cloud computing provides
an alternative and economical service for resource-constrained users to
outsource their computation tasks to the cloud. However, one major concern with
outsourcing NLPs is the leakage of user's private information contained in NLP
formulations and results. Although much work has been done on
privacy-preserving outsourcing of computation tasks, little attention has been
paid to NLPs. In this paper, we for the first time investigate secure
outsourcing of general large-scale NLPs with nonlinear constraints. A secure
and efficient transformation scheme at the user side is proposed to protect
user's private information; at the cloud side, generalized reduced gradient
method is applied to effectively solve the transformed large-scale NLPs. The
proposed protocol is implemented on a cloud computing testbed. Experimental
evaluations demonstrate that significant time can be saved for users and the
proposed mechanism has the potential for practical use.",http://arxiv.org/pdf/1810.01048v1
60,arxiv,Label-Dependencies Aware Recurrent Neural Networks,"Yoann Dupont,Marco Dinarelli,Isabelle Tellier",2017-06-06 13:10:49+00:00,,"In the last few years, Recurrent Neural Networks (RNNs) have proved effective
on several NLP tasks. Despite such great success, their ability to model
\emph{sequence labeling} is still limited. This lead research toward solutions
where RNNs are combined with models which already proved effective in this
domain, such as CRFs. In this work we propose a solution far simpler but very
effective: an evolution of the simple Jordan RNN, where labels are re-injected
as input into the network, and converted into embeddings, in the same way as
words. We compare this RNN variant to all the other RNN models, Elman and
Jordan RNN, LSTM and GRU, on two well-known tasks of Spoken Language
Understanding (SLU). Thanks to label embeddings and their combination at the
hidden layer, the proposed variant, which uses more parameters than Elman and
Jordan RNNs, but far fewer than LSTM and GRU, is more effective than other
RNNs, but also outperforms sophisticated CRF models.",http://arxiv.org/pdf/1706.01740v1
61,arxiv,Multi-cell LSTM Based Neural Language Model,"Thomas Cherian,Akshay Badola,Vineet Padmanabhan",2018-11-15 17:09:53+00:00,,"Language models, being at the heart of many NLP problems, are always of great
interest to researchers. Neural language models come with the advantage of
distributed representations and long range contexts. With its particular
dynamics that allow the cycling of information within the network, `Recurrent
neural network' (RNN) becomes an ideal paradigm for neural language modeling.
Long Short-Term Memory (LSTM) architecture solves the inadequacies of the
standard RNN in modeling long-range contexts. In spite of a plethora of RNN
variants, possibility to add multiple memory cells in LSTM nodes was seldom
explored. Here we propose a multi-cell node architecture for LSTMs and study
its applicability for neural language modeling. The proposed multi-cell LSTM
language models outperform the state-of-the-art results on well-known Penn
Treebank (PTB) setup.",http://arxiv.org/pdf/1811.06477v1
62,arxiv,Empirical Evaluation of RNN Architectures on Sentence Classification Task,"Lei Shen,Junlin Zhang",2016-09-29 01:53:08+00:00,,"Recurrent Neural Networks have achieved state-of-the-art results for many
problems in NLP and two most popular RNN architectures are Tail Model and
Pooling Model. In this paper, a hybrid architecture is proposed and we present
the first empirical study using LSTMs to compare performance of the three RNN
structures on sentence classification task. Experimental results show that the
Max Pooling Model or Hybrid Max Pooling Model achieves the best performance on
most datasets, while Tail Model does not outperform other models.",http://arxiv.org/pdf/1609.09171v2
63,arxiv,Leap-LSTM: Enhancing Long Short-Term Memory for Text Categorization,"Ting Huang,Gehui Shen,Zhi-Hong Deng",2019-05-28 01:15:11+00:00,,"Recurrent Neural Networks (RNNs) are widely used in the field of natural
language processing (NLP), ranging from text categorization to question
answering and machine translation. However, RNNs generally read the whole text
from beginning to end or vice versa sometimes, which makes it inefficient to
process long texts. When reading a long document for a categorization task,
such as topic categorization, large quantities of words are irrelevant and can
be skipped. To this end, we propose Leap-LSTM, an LSTM-enhanced model which
dynamically leaps between words while reading texts. At each step, we utilize
several feature encoders to extract messages from preceding texts, following
texts and the current word, and then determine whether to skip the current
word. We evaluate Leap-LSTM on several text categorization tasks: sentiment
analysis, news categorization, ontology classification and topic
classification, with five benchmark data sets. The experimental results show
that our model reads faster and predicts better than standard LSTM. Compared to
previous models which can also skip words, our model achieves better trade-offs
between performance and efficiency.",http://arxiv.org/pdf/1905.11558v1
64,arxiv,Densely Connected Bidirectional LSTM with Applications to Sentence Classification,"Zixiang Ding,Rui Xia,Jianfei Yu,Xiang Li,Jian Yang",2018-02-03 01:40:20+00:00,,"Deep neural networks have recently been shown to achieve highly competitive
performance in many computer vision tasks due to their abilities of exploring
in a much larger hypothesis space. However, since most deep architectures like
stacked RNNs tend to suffer from the vanishing-gradient and overfitting
problems, their effects are still understudied in many NLP tasks. Inspired by
this, we propose a novel multi-layer RNN model called densely connected
bidirectional long short-term memory (DC-Bi-LSTM) in this paper, which
essentially represents each layer by the concatenation of its hidden state and
all preceding layers' hidden states, followed by recursively passing each
layer's representation to all subsequent layers. We evaluate our proposed model
on five benchmark datasets of sentence classification. DC-Bi-LSTM with depth up
to 20 can be successfully trained and obtain significant improvements over the
traditional Bi-LSTM with the same or even less parameters. Moreover, our model
has promising performance compared with the state-of-the-art approaches.",http://arxiv.org/pdf/1802.00889v1
